cd_cnpj;nu_ordem;cd_ramo_atividade;de_ramo_atividade;divisão
13995191000110;0;4772500;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;47
15370491000130;0;4930201;LIMPEZA EM PREDIOS E EM DOMICILIOS;49
12011814000100;0;4755503;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;47
10311836000160;0;4329199;OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO;43
07481292000170;0;8800600;SERVICOS DE ASSISTENCIA SOCIAL SEM ALOJAMENTO;88
07873578000100;0;4520005;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
09132835000170;0;4761001;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;47
13727215000150;0;4721102;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;47
15512943000170;0;4712100;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
13812071000130;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
13769092000110;0;7420001;ARTES CENICAS, ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIFICADAS ANTERIORMENTE;74
03471143000170;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
06107184000170;0;8112500;CONDOMINIOS PREDIAIS;81
02644810000700;0;4784900;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;47
03889083000100;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
13915896000180;0;4399103;OBRAS DE ALVENARIA;43
06326050000140;0;4110700;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;41
13762936000100;0;4744099;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR, EXCETO ANDAIMES;47
14720077000140;0;4520002;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;45
00329662000100;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
00196965000100;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
13565469000110;0;2539001;COMERCIO ATACADISTA DE FERRAGENS E FERRAMENTAS;25
02062311000100;0;6810201;ALUGUEL DE IMOVEIS PROPRIOS;68
14738783000110;0;1352900;COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA, CORTINAS E PERSIANAS;13
10562134000150;0;4741500;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;47
13991186000130;0;4754701;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;47
15400262000110;0;5212500;CABELEIREIROS, MANICURE E PEDICURE;52
16024057000160;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
12394017000150;0;1539400;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;15
09000908000170;0;4930201;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;49
00207069000190;0;4784900;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;47
00394460001890;0;8411600;ADMINISTRACAO PUBLICA EM GERAL;84
14847448000150;0;5612100;SERVICOS AMBULANTES DE ALIMENTACAO;56
08715125000100;0;1095300;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;10
10712820000160;0;5611201;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
08652428000120;0;6622300;CORRETORES E AGENTES DE SEGUROS DE PLANOS DE PREVIDENCIA COMPLEMENTAR E DE SAUDE;66
12849351000150;0;8121400;ATIVIDADES PAISAGISTICAS;81
13900905000160;0;1529700;FABRICACAO DE ARTEFATOS DE COURO NAO ESPECIFICADOS ANTERIORMENTE;15
14443136000180;0;3314707;CABELEIREIROS, MANICURE E PEDICURE;33
05001802000130;0;4713002;LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES;47
15548691000130;0;4721102;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;47
09075744000140;0;9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
05697529000120;0;4771701;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;47
11302359000130;0;4755502;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;47
63933162000100;0;7911200;AGENCIAS DE VIAGENS;79
16454434000100;0;8720499;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;87
12654396000170;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
15188065000180;0;4755502;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;47
15189877000140;0;5620101;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS;56
06099229011650;0;8531700;EDUCACAO SUPERIOR  GRADUACAO;85
14477550000100;0;1623400;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS;16
14473418000120;0;111302;CULTIVO DE MELANCIA;11
11026713000140;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
89943443000120;0;4755503;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;47
08239868000150;0;4613300;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;46
58682881000310;0;4744001;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;47
14876431000120;0;4751200;COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA;47
06257325000130;0;6622300;CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVIDENCIA COMPLEMENTAR E DE SAUDE;66
01314259000170;0;5229099;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;52
51329837000110;0;9420100;ATIVIDADES DE ORGANIZACOES SINDICAIS;94
83948950000250;0;6622300;CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVIDENCIA COMPLEMENTAR E DE SAUDE;66
12529418000170;0;122900;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;12
64254055000100;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
05326395000130;0;4930202;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;49
67458984000120;0;4789002;ALUGUEL DE MAQUINAS E EQUIPAMENTOS AGRICOLAS SEM OPERADOR;47
13033605000120;0;4729699;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;47
57031551000130;0;4511101;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS NOVOS;45
60027851000150;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
00833416000190;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
15216982000120;0;3321000;INSTALACAO DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;33
00020256000160;0;4330402;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;43
00219310000100;0;4723700;COMERCIO VAREJISTA DE BEBIDAS;47
01078141000190;0;4755502;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;47
15455061000110;0;4772500;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;47
26977835000270;0;9603304;SERVICOS DE FUNERARIAS;96
44181592000160;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
05092471000190;0;2222600;FABRICACAO DE EMBALAGENS DE MATERIAL PLASTICO;22
06047604000170;0;2622100;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;26
15612478000140;0;9430800;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;94
01997971000110;0;4711302;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS;47
61080735000590;0;2099199;FABRICACAO DE OUTROS PRODUTOS QUIMICOS NAO ESPECIFICADOS ANTERIORMENTE;20
05331060000100;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
16941457000130;0;4744099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;47
13423961000150;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
11985317000140;0;1412603;FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;14
62160262000170;0;4639701;COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EM GERAL;46
30902803140450;0;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;94
15102943000100;0;1412601;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;14
01552233000160;0;8112500;CONDOMINIOS PREDIAIS;81
02316471000210;0;6462000;HOLDINGS DE INSTITUICOES NAOFINANCEIRAS;64
00579575000100;0;4299599;OUTRAS OBRAS DE ENGENHARIA CIVIL NAO ESPECIFICADAS ANTERIORMENTE;42
01478814000280;0;4921302;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, INTERMUNICIPAL EM REGIAO METROPOLITANA;49
68231323000120;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
15334926000190;0;3314711;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;33
11483332000190;0;9521500;REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO;95
12107144000120;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
08400537000150;0;111302;CULTIVO DE MILHO;11
02005517001090;0;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;94
10390969000170;0;3101200;FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA;31
95277158000110;0;4530701;COMERCIO POR ATACADO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
78273828000100;0;1622699;FABRICACAO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUCAO;16
80850134000130;0;2539001;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;25
16953240000140;0;4723700;COMERCIO VAREJISTA DE BEBIDAS;47
08797632000130;0;6201501;CONSULTORIA EM TECNOLOGIA DA INFORMACAO;62
10481924000100;0;4741500;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;47
11709427000180;0;4321500;INSTALACAO E MANUTENCAO ELETRICA;43
03533353003080;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
67078543000100;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
09315098000140;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
57747529000190;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
02269807000150;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
03250338000190;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
10388271000110;0;4929902;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;49
63178404000190;0;6911701;SERVICOS ADVOCATICIOS;69
04020402000290;0;4774100;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA;47
13518732000110;0;7020400;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA;70
10532985000150;0;6462000;CORRETORAS DE TITULOS E VALORES MOBILIARIOS;64
11955460000190;0;8592999;ENSINO DE ARTE E CULTURA NAO ESPECIFICADO ANTERIORMENTE;85
11859912000130;0;5611201;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;56
08518075000170;0;8599605;CURSOS PREPARATORIOS PARA CONCURSOS;85
04579020000110;0;1412601;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;14
94950045000170;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
09599876000170;0;7020400;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA;70
02609498000110;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
02554967000140;0;8030700;ATIVIDADES DE INVESTIGACAO PARTICULAR;80
12341589000170;0;3314702;INSTALACAO DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;33
08038486000240;0;4772500;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;47
00694511000150;0;4784900;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;47
11291913000120;0;4321500;INSTALACAO E MANUTENCAO ELETRICA;43
08219537000310;0;4771701;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;47
14650193000130;0;4520001;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR, EXCETO ANDAIMES;45
38958997000160;0;4774100;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA;47
14558459000110;0;4755502;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;47
15582484000100;0;7490104;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL, EXCETO IMOBILIARIOS;74
14658726000120;0;5611201;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
09450715000110;0;4647801;COMERCIO ATACADISTA DE ARTIGOS DE ESCRITORIO E DE PAPELARIA;46
64154156000100;0;3101200;FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA;31
02037725000180;0;7911200;AGENCIAS DE VIAGENS;79
14119947000120;0;4520007;SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES;45
15710210000140;0;4755503;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;47
11164585000100;0;6462000;HOLDINGS DE INSTITUICOES NAOFINANCEIRAS;64
08912734000230;0;111302;CULTIVO DE CAFE;11
08630522000260;0;111302;CRIACAO DE BOVINOS PARA LEITE;11
14257917000180;0;4930201;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;49
15244933000100;0;8599699;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;85
08216378000210;0;151201;CRIACAO DE BOVINOS PARA CORTE;15
07927881000210;0;151201;CRIACAO DE BOVINOS PARA CORTE;15
15254801000150;0;4399103;OBRAS DE ALVENARIA;43
07740792000260;0;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;94
15254661000110;0;4520001;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;45
11229227000120;0;4330499;COMERCIO VAREJISTA DE VIDROS;43
33000167004360;0;600001;EXTRACAO DE PETROLEO E GAS NATURAL;60
85491256000100;0;3102100;FABRICACAO DE MOVEIS COM PREDOMINANCIA DE METAL;31
06699132000130;0;4744099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;47
03216313000170;0;4722901;COMERCIO VAREJISTA DE CARNES  ACOUGUES;47
12314505000100;0;4772500;CABELEIREIROS, MANICURE E PEDICURE;47
07116875000100;0;4744099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;47
10463695000100;0;4930202;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;49
14271024000190;0;4322301;APLICACAO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES;43
04961123000220;0;8531700;EDUCACAO SUPERIOR  GRADUACAO;85
13146702000120;0;4763602;ATIVIDADES DE CONTABILIDADE;47
08307095000100;0;8640202;LABORATORIOS CLINICOS;86
13685247000130;0;2342702;FABRICACAO DE ARTEFATOS DE CERAMICA E BARRO COZIDO PARA USO NA CONSTRUCAO, EXCETO AZULEJOS E PISOS;23
13133973000140;0;6492100;SECURITIZACAO DE CREDITOS;64
10939939000170;0;8299706;CASAS LOTERICAS;82
12020920000150;0;8630504;ATIVIDADE ODONTOLOGICA;86
02977210000160;0;4632001;COMERCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS;46
08049818000100;0;4921301;OPERADORES TURISTICOS;49
15268856000110;0;1622699;FABRICACAO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUCAO;16
04237447000130;0;4712100;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;47
16664058000170;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
07458772000110;0;7112000;SERVICOS DE ENGENHARIA;71
06029331000130;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
25208026000150;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
12360081000110;0;4772500;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;47
12275510000150;0;5611201;RESTAURANTES E SIMILARES;56
04152770001000;0;8291100;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS;82
12427151000100;0;8630501;ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE PROCEDIMENTOS CIRURGICOS;86
47999263000110;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
14367511000150;0;5611201;RESTAURANTES E SIMILARES;56
15776700000140;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
14608604000120;0;4712100;COMERCIO VAREJISTA DE BEBIDAS;47
14025570000140;0;4530705;COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR;45
07152308000100;0;9313100;ATIVIDADES DE CONDICIONAMENTO FISICO;93
14424955000180;0;4541205;COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS;45
17012547000100;0;4723700;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;47
02355689000100;0;4771702;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, COM MANIPULACAO DE FORMULAS;47
12088352000120;0;4541205;COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS;45
00806902000110;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
02111681000190;0;9602501;CABELEIREIROS, MANICURE E PEDICURE;96
10685871000140;0;4771702;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS HOMEOPATICOS;47
08974411000190;0;1340501;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA;13
04494880000150;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
13774397000110;0;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;96
12916808000100;0;111302;CRIACAO DE BOVINOS PARA LEITE;11
11884408000190;0;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;56
11633961000150;0;7220700;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;72
10986797000100;0;6470101;FUNDOS DE INVESTIMENTO, EXCETO PREVIDENCIARIOS E IMOBILIARIOS;64
15982828000160;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
13347639000190;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
15969609000140;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
15982519000190;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
12975183000140;0;5620104;AGENCIAS DE VIAGENS;56
07453082000250;0;1813099;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA ESCRITORIOS;18
12115001000160;0;2539001;COMERCIO VAREJISTA DE BEBIDAS;25
07835393000100;0;6311900;TRATAMENTO DE DADOS, PROVEDORES DE SERVICOS DE APLICACAO E SERVICOS DE HOSPEDAGEM NA INTERNET;63
08699543000150;0;4642702;COMERCIO ATACADISTA DE ROUPAS E ACESSORIOS PARA USO PROFISSIONAL E DE SEGURANCA DO TRABALHO;46
08501816000100;0;119904;CULTIVO DE CEBOLA;11
08527573000180;0;111302;CRIACAO DE BOVINOS PARA CORTE;11
11298356000170;0;6201501;DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA;62
08796725000140;0;4520001;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
15846227000120;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
13971568000100;0;4541205;COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS;45
15846731000120;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
06756480000100;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
03909816000120;0;6202300;DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZAVEIS;62
13869556000160;0;4751200;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;47
13964306000100;0;4321500;INSTALACAO E MANUTENCAO ELETRICA;43
02609877000100;0;4646001;COMERCIO ATACADISTA DE COSMETICOS E PRODUTOS DE PERFUMARIA;46
02094085000140;0;4330499;OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO;43
07913563000110;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
13905644000170;0;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;96
14733207000180;0;8411600;ADMINISTRACAO PUBLICA EM GERAL;84
62738802000150;0;6920601;ATIVIDADES DE CONTABILIDADE;69
09168866000180;0;6920601;ATIVIDADES DE CONTABILIDADE;69
14026034000160;0;8112500;CONDOMINIOS PREDIAIS;81
14397951000150;0;4751200;ATIVIDADES DE SONORIZACAO E DE ILUMINACAO;47
14731919000160;0;4721104;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;47
15833456000100;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
14730232000100;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;47
27056910111130;0;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;94
16072895000100;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
14001918000160;0;6920602;ATIVIDADES DE APOIO A EDUCACAO, EXCETO CAIXAS ESCOLARES;69
14428644000190;0;7319003;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS;73
03502814009250;0;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;94
02875691000100;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
00371235000190;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
13481480000100;0;8599604;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;85
08504629000180;0;4930202;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;49
16863694000120;0;9521500;REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO;95
28805190003400;0;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;94
00882988000240;0;7722500;ALUGUEL DE FITAS DE VIDEO, DVDS E SIMILARES;77
84102771000180;0;4723700;COMERCIO VAREJISTA DE BEBIDAS;47
04570599000150;0;1414200;CURTIMENTO E OUTRAS PREPARACOES DE COURO;14
14854245000190;0;4615000;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE ELETRODOMESTICOS, MOVEIS E ARTIGOS DE USO DOMESTICO;46
13886094000190;0;4774100;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA;47
01664443000140;0;7020400;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA;70
16872964000160;0;5811500;ARTES CENICAS, ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIFICADAS ANTERIORMENTE;58
15672021000120;0;4321500;INSTALACAO E MANUTENCAO ELETRICA;43
12425911000140;0;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;94
10296330000120;0;4669999;COMERCIO ATACADISTA DE OUTRAS MAQUINAS E EQUIPAMENTOS NAO ESPECIFICADOS ANTERIORMENTE, PARTES E PECAS;46
04999790000200;0;7820500;LOCACAO DE MAODEOBRA TEMPORARIA;78
02458135000120;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
03414012000150;0;9200301;CASAS DE BINGO;92
11258714000110;0;5611202;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;56
